Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Faroe Islands,FRO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.337,37.175,38.022,38.714,39.247,39.781,40.147,40.341,40.536,40.731,40.926,41.088,41.225,41.363,41.501,41.638,41.777,41.914,42.064,42.225,42.398,42.583,42.779
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1995.72071163264,1944.997414609,2136.56794118683,2655.58079586044,3097.19096651759,3377.69126953493,3455.10599907349,3762.74692789299,3899.92231512129,3164.13275408169,3449.14452883369,4139.60288609702,4341.40338748749,4572.44377544245,5293.35679137747,5097.53108832569,5363.79025590254,5826.84814087383,6085.41979209299,5950.82868635508,4844.42129036462,4696.17101880318,5405.03007408295
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,74.28569794,61.49855804,69.40512085,86.09690094,110.06819153,120.21074677,126.38617706,140.30192566,134.50354004,121.05646515,127.65603638,140.93704224,153.56562805,158.51806641,178.31169128,169.47518921,175.91635132,185.69645691,249.86022949,254.83047485,256.25967407,331.58413696,217.15068054
Fiji,FJI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.443,..,..,..,..,0.376,0.413,..,..,..,0.773,..,0.814,..,..,..,..,..,..,..
Fiji,FJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.908,48.3,48.692,49.085,49.479,49.871,50.264,50.657,51.146,51.658,52.171,52.683,53.196,53.706,54.216,54.726,55.235,55.742,56.248,56.75,57.247,57.74,58.229
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,24335.9225082659,24965.202996776,26989.389260959,32920.0857192568,37768.1334202029,39049.8703780223,41214.0187765069,48473.0240091455,53769.4726240385,47478.3495310999,46506.2919016566,51060.3242589767,47551.6740841369,49691.0145200739,50073.7760815871,42560.3456767103,43451.2562442158,46085.0174739036,49654.2497035329,48358.1807773701,48828.6846862799,53099.1351400148,50438.4753952355
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1726.74438477,1810.40380859,2059.3269043,2613.84570313,3044.12109375,3236.85839844,3414.94140625,3918.64453125,4486.33789063,4349.89501953,4251.52880859,4717.5078125,4573.19726563,4892.03369141,4922.4296875,4128.20751953,4108.73974609,4235.75488281,4521.27636719,4459.9296875,4736.21435547,5261.90966797,4902.0390625
Finland,FIN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.746,3.827,3.891,3.996,2.81,2.851,2.865,3.004,3.07,3.129,3.184,3.259,3.264,3.335,3.383,3.413,3.422,3.489,3.503,3.567,3.611,4.381,..
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.183,82.368,82.503,82.638,82.772,82.905,83.037,83.168,83.299,83.429,83.77,84.313,84.841,85.125,85.175,85.225,85.275,85.325,85.382,85.446,85.517,85.596,85.681
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,22340.5939516217,22331.7948343036,24144.5727019529,29479.5222101175,33644.9282220364,34696.3718316971,36431.5658906555,41486.1907828787,45464.8181385158,41728.0884164132,40694.8211697025,43929.7840873812,40863.5814412333,42669.1795111893,43148.0459288416,36702.4323733379,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,41082.8119320747
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2161.85302734,2192.71557617,2449.75830078,3006.3059082,3458.62744141,3575.02514648,3811.55175781,4312.31054688,4807.37451172,4737.578125,4592.38330078,4931.87792969,4644.59570313,4884.71582031,4974.74658203,4198.72900391,4264.14599609,4416.79199219,4667.95751953,4508.76074219,4747.51367188,5376.74560547,4865.17822266
France,FRA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.375,3.408,3.435,3.454,3.473,3.476,3.469,3.449,3.443,3.394,3.397,3.171,3.188,3.209,3.224,3.239,3.254,3.274,3.276,3.31,3.323,3.343,..
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.871,76.127,76.38,76.632,76.883,77.13,77.377,77.621,77.868,78.117,78.369,78.622,78.878,79.135,79.394,79.655,79.917,80.18,80.444,80.709,80.975,81.242,81.509
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,14978.324104668,14640.9360062298,16004.0583292112,19582.8936395312,21764.2203208782,21984.1936230719,22330.8676659055,24888.1781337361,26592.0262835732,24434.2197555208,22494.806706186,22831.5185348524,20846.5457478364,21955.6329264095,22258.6321384251,19166.9594761931,19690.0775734589,20826.9312492172,21925.616043938,21582.5892046801,20746.2720428286,21982.9038942614,20738.6499971661
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.047,55.967,55.888,56.242,56.831,57.417,58.002,58.585,59.166,59.742,60.317,60.889,61.459,61.583,61.633,61.683,61.734,61.784,61.834,61.897,61.975,62.066,62.17
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,3982.906200928,3835.75718279727,3966.48001864663,4710.74862768151,5465.79193590708,6547.87613955186,6847.00985685394,8003.54289696049,9688.64519690633,7290.57526093114,8356.74662013345,10219.1139339454,9296.96587941088,9197.70106323947,9201.36276648105,7047.12654634355,6677.07003901644,6921.73373135624,7624.2775233771,7441.1786472281,6605.80346077565,8181.40914134656,8409.2074145028
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,123.05036926,120.76461029,131.85105896,166.37802124,181.99996948,189.56433105,211.75302124,253.09243774,270.23822021,281.60784912,206.87702942,261.37597656,225.07722473,261.29452515,233.05368042,187.27270508,207.50273132,192.47543335,209.28697205,205.99945068,225.32466125,228.84915161,247.09622192
Gabon,GAB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.279,..,..,..,0.0968,..,..,..,..,..,..,..,0.343,0.658,0.624,0.61,0.594,..,0.477
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,82.2837982177734,..,..,..,..,..,..,..,..,88.8583374023438,85.6900024414062
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.879,79.633,80.368,81.083,81.778,82.452,83.107,83.742,84.359,84.955,85.533,86.092,86.634,87.156,87.651,88.118,88.559,88.976,89.37,89.741,90.092,90.423,90.735
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,538.054072348854,459.803068381399,376.531026962584,308.719123437587,593.285346326581,616.483657865348,614.544307904464,724.726407242432,859.127671411226,774.888030908091,801.033372714536,710.608411468152,692.579361628102,653.862713272743,568.00453558864,619.536364296461,650.056501323611,642.522641296331,696.219806960615,738.186751987483,720.335143352133,781.890925169531,836.244875868476
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,74.83678436,55.65046692,35.99459839,28.3001461,32.15613174,33.2039566,33.41355896,35.91078568,40.0297699,34.59326172,32.99832535,31.05148888,29.56409264,25.59075928,17.33743477,19.67725563,20.77086067,21.55331612,22.5376339,23.21861267,26.85589027,25.39263344,28.89956109
"Gambia, The",GMB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.1,0.103,0.1,0.102,0.09,0.096,..,..,..,..,..,..,0.095,..,0.097,0.122,0.075,0.076,0.102,..
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,37,..,..,..,..,..,..,..,..,..,..,..,..,41.9500503540039,..,51,..,..,53.1601982116699,..,..,51.6374015808105,58.6699981689453
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.868,48.775,49.683,50.555,51.288,52.02,52.751,53.481,54.211,54.937,55.662,56.384,57.105,57.82,58.528,59.228,59.918,60.599,61.27,61.931,62.582,63.222,63.852
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,749.908534993961,801.98383707929,853.526171868939,1010.03151630868,1305.04748557208,1642.78359414797,1996.02013272284,2635.36650276116,3324.7537205015,2822.68939668797,3281.72930937343,4119.66818307193,4530.69533409431,4712.00229382665,4830.33486170249,4086.6223465965,4143.40125686315,4418.75206546679,4804.0546040444,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,52.25807953,56.36803818,66.08916473,80.6542511,105.09565735,132.22496033,152.0617218,195.9908905,281.84671021,270.2170105,285.15029907,312.96923828,345.60079956,355.7394104,367.32040405,292.76348877,319.31008911,302.26367188,329.89413452,306.46075439,351.94335938,413.7199707,477.70956421
Georgia,GEO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.924,3.852,3.992,4.037,4.027,4.056,4.12,4.163,4.271,4.511,4.751,4.806,4.793,4.828,5.106,5.341,6.386,6.515,7.555,7.503,5.161,5.33,5.613
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,100,..,..,..,..,..,..,..,..,..,..,..,100,..,..,99,99.6536636352539,..,..,..,100
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.638,52.398,52.441,52.83,53.218,53.605,53.992,54.379,54.765,55.15,55.535,55.919,56.303,56.685,57.067,57.448,57.837,58.231,58.632,59.039,59.453,59.872,60.297
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,23925.8559901991,23878.3641471651,25486.5942008748,30711.1022511331,34566.7359143735,35084.4363546269,36980.3349948954,42350.9217211489,46386.3295924799,42487.2137101496,42409.9356994694,47646.582043143,44735.5882319701,47220.0102098851,48971.0824722599,41911.0109851054,42961.0356905775,45526.5999576533,48874.8595028454,47623.8656074829,47379.765194548,52265.6541620571,49686.1154582583
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2344.41088867,2346.66918945,2567.50292969,3152.79418945,3459.82495117,3558.21337891,3698.04370117,4182.91601563,4669.76025391,4674.91943359,4611.421875,5037.49169922,4765.67871094,5100.15234375,5309.15478516,4627.27587891,4746.77539063,5065.43164063,5507.67675781,5488.53955078,5932.20019531,6638.20800781,6182.34375
Germany,DEU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.272,3.327,3.364,3.401,3.426,3.448,3.487,3.533,3.58,3.648,3.734,3.822,3.892,3.984,4.064,4.12,4.187,4.251,4.311,4.394,4.459,4.518,..
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.965,75.17,75.374,75.577,75.779,75.98,76.179,76.378,76.575,76.771,76.966,77.16,77.17,77.18,77.19,77.2,77.224,77.261,77.312,77.376,77.453,77.544,77.648
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,253.746936203344,263.542156494853,297.46164468774,358.39927142073,406.132105329565,478.611909191028,906.441027564887,1050.12461524926,1182.65761256016,1047.70430093586,1263.89251760539,1507.43573198753,1543.77524235764,2294.025645187,1953.64513603117,1721.69964380717,1913.18673253576,2012.97025750655,2196.61290615342,2186.18924111824,2196.54789313621,2445.50081810782,2240.27945094566
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,10.4517746,12.14821911,14.30371571,18.89894867,23.49901009,38.4290123,49.24240494,57.21900177,63.33117676,62.34637833,80.57714844,91.68003845,81.94947815,105.34784698,78.46701813,78.21643066,64.86400604,54.10602188,53.37788773,71.14958191,97.37677765,94.40388489,82.32108307
Ghana,GHA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.09,..,0.148,..,..,0.07,0.076,0.082,0.091,0.095,0.093,0.099,0.107,0.113,0.122,0.089,0.143,0.103,0.164,0.127,0.141
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,58,..,..,..,..,..,..,..,..,..,71,..,..,..,..,..,..,64.4923934936523,..,..,80.379997253418,..,..
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.929,44.601,45.275,45.951,46.63,47.308,47.988,48.669,49.351,50.031,50.713,51.394,52.073,52.748,53.419,54.086,54.749,55.407,56.06,56.707,57.349,57.985,58.615
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,11638.2010697215,12156.9572824221,13782.195640943,18020.612039764,21449.2552764245,22054.1315756886,24416.0232970275,28440.7625328955,31695.8331092209,29425.4573200263,26653.0488008626,25504.7866510124,21624.346052551,21573.3449762805,21474.7257123892,17980.7298238137,17919.2426377048,18631.9930129293,19873.4015238771,19335.3602002969,17886.733165236,20654.7001960815,20971.8349258283
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,885.41052246,1004.81542969,1168.82409668,1566.40979004,1782.69592285,1935.26757813,2052.87548828,2426.75952148,2840.50854492,2809.05957031,2564.36938477,2338.91503906,1948.24853516,1832.02966309,1700.49438477,1481.41967773,1513.25915527,1509.7845459,1603.07788086,1569.02905273,1674.78417969,1846.37304688,1768.11071777
Greece,GRC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.281,4.33,4.537,4.701,4.853,4.999,5.366,5.609,5.711,5.819,5.803,5.829,5.823,5.84,5.883,5.91,6.137,6.102,6.161,6.247,6.296,6.367,..
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,96,..,..,..,..,..,..,..,94,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.716,72.913,73.303,73.689,74.073,74.452,74.827,75.199,75.568,75.932,76.292,76.649,77.004,77.355,77.702,78.046,78.387,78.724,79.058,79.388,79.715,80.038,80.357
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,19004.0038435698,19275.4339659556,20652.8417042443,27459.8753295461,32023.6820516137,32489.7277309899,35458.2542977474,39780.9441368721,44366.7858688175,44918.8413832155,43988.5280290494,47186.8759969388,45936.9562817724,47535.4883792376,50485.2244135291,44536.3549705377,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54693.0766804265,57116.295770722,..
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.6,81.849,82.095,82.338,82.58,82.858,83.172,83.482,83.787,84.087,84.383,84.755,85.2,85.551,85.813,86.071,86.326,86.574,86.816,87.052,87.282,87.507,87.727
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,4839.82811114248,4819.50776653843,4984.47405931447,5427.96377252312,5480.26117644588,6338.56011405358,6344.0383771432,6864.54816771858,7448.2040563865,6932.56472176781,6909.60169568597,6947.38136096464,7092.71985352677,7424.80212287327,7986.33421210788,8694.12438005692,9221.23461079424,9751.42661155932,10083.021279225,10462.7929159533,8968.55890108484,9622.24050459345,10474.2652893842
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,259.33764648,271.03814697,307.84365845,286.90512085,294.12390137,326.09225464,324.32067871,359.53503418,401.15072632,376.68447876,374.46508789,403.17129517,413.02658081,417.74581909,381.22598267,404.00680542,409.27841187,454.07266235,462.2394104,515.94726563,477.34429932,514.32141113,521.23730469
Grenada,GRD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.54,0.538,0.536,0.534,..,..,0.622,..,..,..,..,..,..,..,..,..,..,1.29,1.314,..,..,..,..
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.698,35.919,35.913,35.907,35.901,35.895,35.889,35.883,35.877,35.871,35.865,35.859,35.869,35.896,35.938,35.997,36.072,36.164,36.272,36.396,36.537,36.694,36.868
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,20909.9590302806,21877.3178371553,23618.8266894573,25631.9776108052,25709.9351488422,26605.4324214756,28112.2316573422,29054.0581201519,29719.7967836082,29926.2052442913,31653.7506538168,32530.7593121483,33900.1486530583,35165.7014644795,35930.6594898711,36779.0078903909,37195.9503070464,39274.9431424899,36482.9363953675,38074.8793745801,41833.1517132825
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.5599975585938,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.129,93.233,93.334,93.435,93.534,93.631,93.727,93.822,93.916,94.008,94.099,94.188,94.277,94.364,94.449,94.534,94.617,94.699,94.78,94.859,94.938,95.015,95.091
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,1648.96578971559,1537.68663578252,1669.33517469705,1722.54701910774,1840.91184884,2046.46611650758,2225.1234753878,2458.81573919384,2763.05988172926,2611.64632773352,2805.25960237322,3168.98370607705,3286.61959336267,3444.15971843874,3689.14472473545,3893.50521848131,4060.13755621218,4324.99607911366,4352.94651790253,4511.99755157656,4477.61761796418,4913.94712869347,5358.08963795
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,83.61930084,100.02039337,107.62042236,113.38285065,122.16271973,132.41906738,149.04266357,158.89395142,175.67254639,169.37559509,175.31318665,191.24732971,200.84880066,198.79296875,217.23764038,233.8447876,246.4538269,265.36593628,265.81820679,278.59024048,289.21640015,341.14865112,396.07998657
Guatemala,GTM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,0.908,..,..,..,..,..,..,..,0.286,0.363,..,1.28,..,..
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,69,..,..,..,..,..,..,..,..,..,78,77,81,80.1950912475586,..,..,81,..,..,..,83.0311737060547
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.332,45.668,46.005,46.318,46.616,46.913,47.21,47.508,47.807,48.104,48.403,48.701,49,49.311,49.634,49.971,50.319,50.68,51.054,51.439,51.836,52.245,52.666
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,518.157066924026,483.085120214741,495.916073559269,566.48540588068,584.897740538081,463.17768685098,446.980554135348,650.148575304385,703.532825785322,662.185914665681,659.235326211315,636.694958747648,699.353377212197,748.455020824734,765.146999389279,747.356966759448,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415,1244.96550477914,1416.59612011764
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.71722412,21.76875114,24.83917809,25.60194969,26.41420937,19.66388702,16.15967941,22.64143372,22.97397041,23.71565628,22.59741783,24.12806129,23.70012856,25.90467834,36.63517761,43.41540527,38.46130753,32.63646317,34.88978195,42.16910172,41.1027565,44.10476303,55.03785324
Guinea,GIN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.092,..,..,..,0.11,0.103,..,..,..,..,..,..,..,..,0.163,0.084,0.082,..,0.222,..,..,..,0.021
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,30,..,..,..,..,..,..,25,..,..,..,32,..,..,..,40,..,..,45.3300018310547,..
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.869,31.144,31.42,31.698,31.977,32.257,32.539,32.822,33.106,33.391,33.678,33.966,34.255,34.545,34.836,35.141,35.46,35.793,36.14,36.5,36.875,37.264,37.668
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,316.945495037639,327.138431972397,362.034574570354,419.78486611807,431.376557669634,463.073962650452,448.513075469701,519.069789794741,640.210331101753,583.190020139094,600.194298540768,719.539573498937,635.461653303881,654.304534409417,652.022501029449,645.066837207039,679.665386626818,783.123186602022,808.531613218504,807.359903965493,817.780335749159,900.407780831491,853.281304044102
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,13.2785511,14.82278728,14.36923409,14.83164978,18.45145988,21.07736206,22.78861237,26.15806961,34.94678879,27.60988426,31.61246872,44.72909927,37.75499725,46.05934143,64.99989319,52.45866776,56.60805511,54.8225174,58.8792572,54.16643524,68.1931076,68.37879181,66.05480957
Guinea-Bissau,GNB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.14,..,..,..,0.052,0.081,..,0.062,..,..,..,0.198,0.1,..,0.3,..,0.191,0.22,0.208
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,41,..,..,..,..,..,..,..,..,..,..,..,..,..,45.5811614990234,..,..,..,..,54.8823204040527,..,..,53.9000015258789
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.243,36.622,37.004,37.387,37.772,38.157,38.545,38.934,39.325,39.716,40.111,40.508,40.908,41.31,41.715,42.123,42.533,42.945,43.36,43.777,44.196,44.617,45.041
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,931.796651718955,931.574723847673,950.866932470993,973.742598054188,1033.31030902188,1084.06541388904,3135.60553528326,3608.28685240188,4008.9628671603,4209.13230624565,4581.76179693492,4947.22170589917,5444.39751913913,5556.91231156932,5472.68820452237,5640.41560569466,5870.87823759835,6178.6650437298,6048.38697180418,6405.82443444562,6775.70939096303,9860.87233445443,17913.4910146288
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,62.37635422,60.09927368,65.04125214,68.19880676,74.69225311,85.35713959,98.34314728,125.79258728,138.70043945,150.21723938,162.70393372,186.11392212,201.88832092,211.2910614,216.03759766,226.89404297,235.91662598,266.86364746,296.66903687,314.0977478,367.11260986,462.59054565,531.62786865
Guyana,GUY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.482,..,..,..,..,..,..,..,..,0.214,0.689,..,..,..,..,..,..,..,1.804,..,1.405,..,..
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,84.994010925293,..,..,..,..,85.6397323608398,..,..,..,..,..,85.6383514404297,..,90.0299987792969
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.694,28.606,28.518,28.307,28.064,27.822,27.582,27.343,27.105,26.869,26.634,26.4,26.4,26.4,26.414,26.441,26.482,26.538,26.606,26.689,26.786,26.897,27.022
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,820.600046761464,748.821159844528,720.969568042522,578.995291079709,683.185298155273,775.845704056916,828.805700289589,984.566983448521,1094.66058421644,1196.8528706018,1209.72733503094,1312.03953552013,1361.39396587374,1457.83221179626,1460.18898613914,1411.12684746796,1318.40268167953,1395.23945184461,1496.38048970156,1352.17204191532,1290.32538667383,1835.44394078496,1760.62635668777
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,30.35855865,27.39323044,22.36586189,18.60943604,24.0406456,25.25854683,29.11877251,37.59618378,40.445961,41.39894867,55.73518753,77.12206268,75.08546448,59.38277435,65.10858917,68.50547791,60.06819153,53.80579758,62.30102539,49.32995987,44.4271965,57.62987518,52.29947662
Haiti,HTI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,0.14,..,0.233,..,0.086,..,..,0.237,..,..,..,..
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,59,..,..,48.6850204467773,..,..,..,..,..,..,..,..,..,61.691349029541,68.0098571777344,..,..,..,..,..
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.6,37.251,38.935,40.645,41.679,42.638,43.604,44.574,45.551,46.528,47.509,48.492,49.477,50.46,51.444,52.427,53.396,54.346,55.278,56.192,57.088,57.964,58.82
